index,station_id,Fail,Pass,Reject,Total,Fail_ratio,Pass_ratio,Rej_ratio
399,1475.0,29.0,470.0,13.0,512.0,0.056640625,0.91796875,0.025390625
400,1477.0,118.0,2758.0,130.0,3006.0,0.039254823685961414,0.9174983366600133,0.04324683965402528
401,1478.0,337.0,7151.0,303.0,7791.0,0.04325503786420228,0.9178539340264408,0.03889102810935695
402,1480.0,58.0,1302.0,101.0,1461.0,0.03969883641341547,0.891170431211499,0.06913073237508556
403,1481.0,39.0,702.0,30.0,771.0,0.05058365758754864,0.9105058365758755,0.038910505836575876
404,1482.0,156.0,2451.0,124.0,2731.0,0.05712193335774442,0.8974734529476383,0.04540461369461735
405,1483.0,33.0,3558.0,684.0,4275.0,0.0077192982456140355,0.832280701754386,0.16
406,1484.0,,20.0,5.0,,,,
407,1485.0,227.0,5371.0,233.0,5831.0,0.03892985765734865,0.9211113016635225,0.0399588406791288
408,1486.0,4.0,230.0,10.0,244.0,0.01639344262295082,0.9426229508196722,0.040983606557377046
409,1487.0,214.0,4102.0,193.0,4509.0,0.04746063428698159,0.909736083388778,0.04280328232424041
410,1488.0,101.0,3209.0,127.0,3437.0,0.029386092522548736,0.9336630782659295,0.03695082921152167
411,1489.0,38.0,405.0,18.0,461.0,0.0824295010845987,0.8785249457700651,0.039045553145336226
412,1490.0,68.0,1178.0,45.0,1291.0,0.052672347017815646,0.9124709527498064,0.034856700232378
413,1491.0,133.0,2531.0,129.0,2793.0,0.047619047619047616,0.9061940565699964,0.04618689581095596
414,1492.0,12.0,312.0,14.0,338.0,0.03550295857988166,0.9230769230769231,0.04142011834319527
415,1493.0,16.0,269.0,1.0,286.0,0.055944055944055944,0.9405594405594405,0.0034965034965034965
416,1494.0,164.0,3147.0,142.0,3453.0,0.04749493194323776,0.9113814074717637,0.04112366058499855
417,1495.0,274.0,3203.0,292.0,3769.0,0.07269832846908994,0.8498275404616609,0.07747413106924914
418,1496.0,19.0,472.0,21.0,512.0,0.037109375,0.921875,0.041015625
419,1497.0,7.0,78.0,12.0,97.0,0.07216494845360824,0.8041237113402062,0.12371134020618557
420,1498.0,3.0,23.0,1.0,27.0,0.1111111111111111,0.8518518518518519,0.037037037037037035
421,1499.0,18.0,906.0,53.0,977.0,0.01842374616171955,0.9273285568065507,0.05424769703172978
422,1500.0,414.0,4989.0,517.0,5920.0,0.06993243243243243,0.8427364864864865,0.08733108108108108
423,1502.0,25.0,681.0,56.0,762.0,0.03280839895013123,0.8937007874015748,0.07349081364829396
424,1504.0,98.0,987.0,102.0,1187.0,0.08256107834877843,0.83150800336984,0.08593091828138164
425,1505.0,198.0,4078.0,169.0,4445.0,0.04454443194600675,0.9174353205849269,0.03802024746906637
